compound_id,std_smiles,inchikey,scaffold,generic_scaffold,mw,logp,tpsa,hbd,hba,rotbonds,rings,aromatic_rings,heavy_atoms,fsp3,qed,is_pains,pIC50_func_CHEMBL233,pIC50_func_CHEMBL233_relation,pIC50_func_CHEMBL237,pIC50_func_CHEMBL237_relation,pEC50_CHEMBL233,pEC50_CHEMBL233_relation,pEC50_CHEMBL236,pEC50_CHEMBL236_relation,pAC50_CHEMBL233,pAC50_CHEMBL233_relation,pAC50_CHEMBL236,pAC50_CHEMBL236_relation,pEC50_CHEMBL237,pEC50_CHEMBL237_relation,pAC50_CHEMBL237,pAC50_CHEMBL237_relation,pIC50_func_CHEMBL2014,pIC50_func_CHEMBL2014_relation,pIC50_func_CHEMBL236,pIC50_func_CHEMBL236_relation,pEC50_CHEMBL2014,pEC50_CHEMBL2014_relation
CHEMBL513423,O[C@H]1C[C@H](CN2CC[C@H](c3ccc(F)cc3Cl)[C@@H](O)C2)CCc2cccnc21,ADMTUTZDAMUJSX-PZQWHJIPSA-N,c1ccc(C2CCN(C[C@@H]3CCc4cccnc4CC3)CC2)cc1,C1CCC(C2CCC(CC3CCC4CCCCC4CC3)CC2)CC1,404.91,3.71,56.6,2,4,3,4,2,28,0.5,0.766,False,,,,,,,,,,,,,,,,,8.301,exact,,,,
PUBCHEM:11188910,OC1CC(CN2CCC(c3ccc(F)cc3Cl)C(O)C2)CCc2cccnc21,ADMTUTZDAMUJSX-UHFFFAOYSA-N,c1ccc(C2CCN(CC3CCc4cccnc4CC3)CC2)cc1,C1CCC(C2CCC(CC3CCC4CCCCC4CC3)CC2)CC1,404.91,3.71,56.6,2,4,3,4,2,28,0.5,0.766,False,,,,,,,,,,,,,,,,,8.301,exact,,,,
CHEMBL5085771,CCC(=O)N(CC1(N2CCN(C(C)c3ccccc3)CC2)CCOCC1)c1cccc(C(F)(F)F)n1,ADQJTHBSZROYBX-UHFFFAOYSA-N,c1ccc(CN2CCN(C3(CNc4ccccn4)CCOCC3)CC2)cc1,C1CCC(CCC2(C3CCC(CC4CCCCC4)CC3)CCCCC2)CC1,504.6,4.77,48.9,0,5,7,4,2,36,0.556,0.544,False,,,,,6.8477,exact,,,,,,,,,,,,,,,,
PUBCHEM:177649417,Oc1ccccc1N1C2CCC1CN(CCCc1ccccc1)C2,ADTJZKOHWAHSRJ-UHFFFAOYSA-N,c1ccc(CCCN2CC3CCC(C2)N3c2ccccc2)cc1,C1CCC(CCCC2CC3CCC(C2)C3C2CCCCC2)CC1,322.45,3.68,26.7,1,3,5,4,2,24,0.429,0.91,False,,,6.4625,exact,,,,,,,,,5.0,exact,,,,,8.757,exact,5.0,exact
PUBCHEM:42396,CC(C)NCC(O)COc1ccc(O)cc1,ADUKCCWBEDSMEB-UHFFFAOYSA-N,c1ccccc1,C1CCCCC1,225.29,1.13,61.7,3,4,6,1,1,16,0.5,0.679,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
CHEMBL5393886,CN(C)C(CNC(=O)c1cc2ccccc2s1)c1cccc(F)c1,ADXUWUOEPIIDLU-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1cc2ccccc2s1,CC(CCCC1CCCCC1)C1CC2CCCCC2C1,342.44,4.07,32.3,1,3,5,3,3,24,0.211,0.758,False,,,,,5.8268,exact,,,,,,,,,,,,,,,,
PUBCHEM:10690216,CCN(CC)C(=O)c1ccc(C(c2ccccc2)N2CCN(C)CC2)cc1,ADYWDZJRWKEHMW-UHFFFAOYSA-N,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,C1CCC(C(C2CCCCC2)C2CCCCC2)CC1,365.52,3.51,26.8,0,3,6,3,2,27,0.435,0.784,False,5.0,exact,5.1568,exact,,,6.6757,exact,,,,,,,,,,,7.3947,exact,,
CHEMBL38576,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,AEJOEPSMZCEYJN-HXUWFJFHSA-N,O=C(Cc1ccccc1)N[C@H](CN1CCCC1)c1ccccc1,CC(CC1CCCCC1)CC(CC1CCCC1)C1CCCCC1,391.34,4.83,23.6,0,2,6,3,2,26,0.381,0.704,False,,,,,,,,,,,,,9.4894,exact,,,,,6.2218,exact,,
CHEMBL1388222,CN(C)C(CNC(=O)c1cnc(Cl)c(Cl)c1)c1ccccc1,AEOFNTZWSKMVEO-UHFFFAOYSA-N,O=C(NCCc1ccccc1)c1cccnc1,CC(CCCC1CCCCC1)C1CCCCC1,338.24,3.42,45.2,1,3,5,2,2,22,0.25,0.85,False,,,,,5.79335,exact,6.1129,exact,,,,,,,,,,,,,,
PUBCHEM:14052,CCC(CO)NCCNC(CC)CO,AEUTYOVWOVBAKS-UHFFFAOYSA-N,,,204.31,-0.29,64.5,4,4,9,0,0,14,1.0,0.39,False,,,,,,,,,4.5229,exact,4.5229,exact,,,4.5229,exact,,,,,,
CHEMBL364398,CC(C)C1CCC(N2CCC(N3c4ccccc4CN(CCO)S3(=O)=O)CC2)CC1,AEXLHDOOHWXDNZ-UHFFFAOYSA-N,O=S1(=O)NCc2ccccc2N1C1CCN(C2CCCCC2)CC1,CC1(C)CCC2CCCCC2C1C1CCC(C2CCCCC2)CC1,435.63,3.22,64.1,1,4,5,4,1,30,0.739,0.771,False,,,,,,,,,,,,,,,,,,,,,7.4815,exact
CHEMBL5768175,CC1(NCCC2CCC(c3ccc(F)cc3F)CC2)CCCC1,AEXOZOJBWFCGOE-UHFFFAOYSA-N,c1ccc(C2CCC(CCNC3CCCC3)CC2)cc1,C1CCC(C2CCC(CCCC3CCCC3)CC2)CC1,321.46,5.55,12.0,1,1,5,3,1,23,0.7,0.749,False,,,,,,,,,,,,,,,,,6.2596,exact,,,,
PUBCHEM:71158,CC(=O)NCCCS(=O)(=O)O,AFCGFAGUEYAMAO-UHFFFAOYSA-N,,,181.21,-0.6,83.5,2,3,4,0,0,11,0.8,0.448,False,,,,,,,,,4.5229,exact,4.5229,exact,,,4.5229,exact,,,,,,
BDBM:601119,CC(C)[C@H](CC(=O)NC[C@H](Cc1ccc(C(N)=O)c(F)c1)N(C)C)c1cccnc1,AFFFZLQXBGSOKD-ICSRJNTNSA-N,O=C(CCc1cccnc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CCC1CCCCC1,414.53,2.74,88.3,2,4,10,2,2,30,0.435,0.626,False,6.5229,lower_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:165405161,CC(C)C(CC(=O)NCC(Cc1ccc(C(N)=O)c(F)c1)N(C)C)c1cccnc1,AFFFZLQXBGSOKD-UHFFFAOYSA-N,O=C(CCc1cccnc1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CCC1CCCCC1,414.53,2.74,88.3,2,4,10,2,2,30,0.435,0.626,False,6.5229,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:5318,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,AFNXATANNDIXLG-UHFFFAOYSA-N,c1ccc(CSC(Cn2ccnc2)c2ccccc2)cc1,C1CCC(CCC(CC2CCCC2)C2CCCCC2)CC1,397.76,6.52,17.8,0,2,6,3,3,24,0.167,0.471,False,,,,,,,,,4.5229,exact,5.1135,exact,,,5.7696,exact,,,,,,
CHEMBL24293,C=CCN1CCN(C(c2ccccc2)c2ccc(-c3cccnc3)cc2)CC1,AFTKXNYVOSKYEX-UHFFFAOYSA-N,c1ccc(C(c2ccc(-c3cccnc3)cc2)N2CCNCC2)cc1,C1CCC(C2CCC(C(C3CCCCC3)C3CCCCC3)CC2)CC1,369.51,4.64,19.4,0,3,6,4,3,28,0.24,0.59,False,,,,,,,,,,,,,,,,,,,6.301,exact,,
CHEMBL5943713,Cc1nc(-c2cc3ccc(F)cc3nc2N2CCC(NC3CCCC3)CC2)no1,AFVZPBXGBZUBMQ-UHFFFAOYSA-N,c1ccc2nc(N3CCC(NC4CCCC4)CC3)c(-c3ncon3)cc2c1,C1CCC(CC2CCC(C3CC4CCCCC4CC3C3CCCC3)CC2)C1,395.48,4.23,67.1,1,6,4,5,3,29,0.5,0.713,False,,,8.0,exact,,,,,,,,,,,,,,,,,,
CHEMBL512827,Cc1c(CNC2CCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,AFZGUFJUAJQREI-UHFFFAOYSA-N,c1ccc(-c2cc(CNC3CCCC3)nn2-c2ccccc2)cc1,C1CCC(C2CC(CCC3CCCC3)CC2C2CCCCC2)CC1,434.8,6.84,29.9,1,2,5,4,3,28,0.318,0.476,False,,,,,,,,,,,,,,,,,7.5528,exact,,,,
CHEMBL508112,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,AFZSMODLJJCVPP-UHFFFAOYSA-N,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,C1CCC2CC(CCC3CC4CCCCC4C3)CC2C1,332.5,5.71,25.8,0,6,3,4,4,20,0.0,0.449,False,5.5068,exact,5.9055,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:864,O=C(O)CCCCC1CCSS1,AGBQKNBQESQNJD-UHFFFAOYSA-N,C1CSSC1,C1CCCC1,206.33,2.79,37.3,1,3,5,1,0,12,0.875,0.554,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
BDBM:601102,CN(C)[C@H](CNC(=O)C[C@H](c1ccncc1F)C1(C(F)(F)F)CC1)Cc1ccc(C(N)=O)c(F)c1,AGCCIVNTVXCKFK-MAUKXSAKSA-N,O=C(C[C@H](c1ccncc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,498.5,3.56,88.3,2,4,10,3,2,35,0.458,0.491,False,6.5229,lower_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:165405238,CN(C)C(CNC(=O)CC(c1ccncc1F)C1(C(F)(F)F)CC1)Cc1ccc(C(N)=O)c(F)c1,AGCCIVNTVXCKFK-UHFFFAOYSA-N,O=C(CC(c1ccncc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,498.5,3.56,88.3,2,4,10,3,2,35,0.458,0.491,False,6.5229,exact,,,,,,,,,,,,,,,,,,,,
CHEMBL2338752,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)Cc1ccccc1)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,AGFBWCLIEGGCOZ-PPMCTTEPSA-N,c1ccc(CC[C@H]2C[C@@]34CCC2[C@@H]2Oc5cccc6c5[C@@]23CCN(CC2CC2)[C@@H]4C6)cc1,C1CCC(CCC2CC34CCC2C2CC5CCCC6CC3C(CC3CC3)CCC24C65)CC1,501.67,4.61,62.2,2,5,6,9,2,37,0.625,0.605,False,,,,,,,,,,,,,10.1487,exact,,,,,,,,
PUBCHEM:38409,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,AGHANLSBXUWXTB-UHFFFAOYSA-N,O=C(c1ccccc1)c1cccs1,CC(C1CCCCC1)C1CCCC1,331.18,3.75,63.6,1,4,5,2,2,20,0.077,0.848,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
CHEMBL442444,CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,AGJBLWCLQCKRJP-UHFFFAOYSA-N,c1ccc(CC2CCCCC2)cc1,C1CCC(CC2CCCCC2)CC1,317.47,4.24,29.5,0,3,8,2,1,23,0.65,0.672,False,,,,,,,,,4.5969,exact,,,,,,,,,,,,
PUBCHEM:10895676,COc1cc(C=CC(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c([N+](=O)[O-])cc1OC,AGJHOJDCPSVSPB-UHFFFAOYSA-N,O=C(C=Cc1ccccc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,CC(CCC1CCCCC1)C1CCC(C2C(C)CC3CCCCC32)CC1,452.47,3.13,119.7,1,6,6,4,3,33,0.304,0.349,False,6.0177,exact,5.3947,exact,,,,,,,,,,,,,,,5.0,exact,,
BDBM:785858,CO[C@H]1CN(c2ncc(C)cc2N=CCC(C)=N)CC[C@H]1NC1CCCCC1,AGJNJHWURQQVGF-CTNGQTDRSA-N,c1ccc(N2CCC(NC3CCCCC3)CC2)nc1,C1CCC(CC2CCC(C3CCCCC3)CC2)CC1,385.56,4.04,73.6,2,6,7,3,1,28,0.682,0.695,False,,,7.7212,exact,,,,,,,,,,,,,,,,,,
BDBM:785875,CO[C@@H]1CN(c2ncc(C)cc2N=CCC(C)=N)CC[C@@H]1NC1CCCCC1,AGJNJHWURQQVGF-PZJWPPBQSA-N,c1ccc(N2CCC(NC3CCCCC3)CC2)nc1,C1CCC(CC2CCC(C3CCCCC3)CC2)CC1,385.56,4.04,73.6,2,6,7,3,1,28,0.682,0.695,False,,,5.9352,exact,,,,,,,,,,,,,,,,,,
GTOPDB:10727,Fc1ccc(C(Cc2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,AGKZEOCNYCHVLW-UHFFFAOYSA-N,c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,C1CCC(CC(C2CCCCC2)C2CCC(C3CCCCC3)CC2)CC1,366.52,5.06,6.5,0,2,5,4,2,27,0.5,0.73,False,,,,,6.8,exact,,,,,,,,,,,,,,,,
PUBCHEM:6307,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,AGMMTXLNIQSRCG-UHFFFAOYSA-N,O=C1NCNc2ccccc21,CC1CCCC2CCCCC12,289.74,0.88,101.3,3,4,2,2,1,18,0.3,0.752,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.0,exact,,,,,,
CHEMBL4445674,O=C(Oc1cccc(Cl)c1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,AGNHZMNFUUHEAH-UHFFFAOYSA-N,O=C(Oc1ccccc1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CC(CC1CCCCC1)C(C1CCCCC1)C1CCC(CCC2CCCCC2)CC1,434.97,6.05,32.8,0,3,6,4,3,31,0.269,0.473,False,6.2218,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:5770966,COCCN(CC(=O)NC1CCCCC1)C(=O)C=CC(=O)c1ccc(OC)cc1O,AGSSSXPKNBFAAT-UHFFFAOYSA-N,O=C(C=CC(=O)c1ccccc1)NCC(=O)NC1CCCCC1,CC(CCC(C)CC1CCCCC1)CCC(C)C1CCCCC1,418.49,2.06,105.2,2,6,10,2,1,30,0.5,0.445,False,,,4.9701,exact,4.4949,exact,4.4949,exact,,,,,,,,,,,4.4949,exact,,
CHEMBL1477197,COCCN(CC(=O)NC1CCCCC1)C(=O)/C=C/C(=O)c1ccc(OC)cc1O,AGSSSXPKNBFAAT-ZHACJKMWSA-N,O=C(/C=C/C(=O)c1ccccc1)NCC(=O)NC1CCCCC1,CC(CCC(C)CCC(C)C1CCCCC1)CC1CCCCC1,418.49,2.06,105.2,2,6,10,2,1,30,0.5,0.445,False,,,4.9351,exact,,,,,,,,,,,,,,,,,,
CHEMBL481707,CC1(N2CCC(n3c(-c4cc5ccccc5o4)nc4ccccc43)CC2)CCCCCCC1,AGSZYJIDXUVIHA-UHFFFAOYSA-N,c1ccc2oc(-c3nc4ccccc4n3C3CCN(C4CCCCCCC4)CC3)cc2c1,C1CCCC(C2CCC(C3C4CCCCC4CC3C3CC4CCCCC4C3)CC2)CCC1,441.62,7.59,34.2,0,3,3,6,4,33,0.483,0.328,False,,,,,5.435,exact,,,,,,,,,,,,,,,8.5086,exact
PUBCHEM:89978732,CCC(C)C(N)C(=O)OCC1CC23CCC1(OC)C1Oc4c(O)ccc5c4C12CCN(CC1CC1)C3C5,AGUKEFSLHJXTQC-UHFFFAOYSA-N,c1cc2c3c(c1)OC1C4CCC5(CC4)C(C2)N(CC2CC2)CCC315,C1CC2CC3C(CC4CC4)CCC45C(CC(C1)C24)C1CCC35CC1,510.68,3.53,94.2,2,7,8,8,1,37,0.767,0.517,False,,,,,8.2976,exact,,,,,,,9.0177,exact,,,,,,,,
CHEMBL3927136,CCC(C)C(N)C(=O)OC[C@H]1C[C@@]23CC[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(CC1CC1)[C@@H]3C5,AGUKEFSLHJXTQC-ZSYIQEJLSA-N,c1cc2c3c(c1)O[C@H]1C4CCC5(CC4)[C@@H](C2)N(CC2CC2)CC[C@]315,C1CC2CC3C(CC4CC4)CCC45C(CC(C1)C24)C1CCC35CC1,510.68,3.53,94.3,2,7,8,8,1,37,0.767,0.517,False,,,,,8.2976,exact,,,,,,,9.0177,exact,,,,,,,,
PUBCHEM:1374340,CCOc1cc(NC(=O)c2cccs2)c(OCC)cc1NC(=O)c1ccco1,AGWFGPCZMMBBOZ-UHFFFAOYSA-N,O=C(Nc1ccc(NC(=O)c2cccs2)cc1)c1ccco1,CC(CC1CCC(CC(C)C2CCCC2)CC1)C1CCCC1,400.46,4.64,89.8,2,6,8,3,3,28,0.2,0.575,False,,,,,4.0347,exact,4.0347,exact,,,,,,,,,,,,,,
PUBCHEM:49789721,CC(=O)Nc1cc(-c2ccccc2N(C)C)cn2c(-c3ccccc3)cnc12,AHAQUYPPTMSFOL-UHFFFAOYSA-N,c1ccc(-c2ccc3ncc(-c4ccccc4)n3c2)cc1,C1CCC(C2CCC3CCC(C4CCCCC4)C3C2)CC1,370.46,4.69,49.6,1,3,4,4,4,28,0.13,0.567,False,,,,,4.0341,exact,4.0341,exact,,,,,,,,,,,,,,
PUBCHEM:10453870,OCC1OC(c2ccc(F)c(Cc3cc4ccccc4s3)c2)C(O)C(O)C1O,AHFWIQIYAXSLBA-UHFFFAOYSA-N,c1cc(Cc2cc3ccccc3s2)cc(C2CCCCO2)c1,C1CCC(C2CCCC(CC3CC4CCCCC4C3)C2)CC1,404.46,2.15,90.2,4,6,4,4,3,28,0.333,0.535,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:11464294,Cc1cccc(C2(N3CCC4(CC3)C(=O)NCC4c3ccc(F)cc3)CCCCC2)c1,AHHHFIOUWFYJQZ-UHFFFAOYSA-N,O=C1NCC(c2ccccc2)C12CCN(C1(c3ccccc3)CCCCC1)CC2,CC1CCC(C2CCCCC2)C12CCC(C1(C3CCCCC3)CCCCC1)CC2,420.57,5.29,32.3,1,2,3,5,2,31,0.519,0.732,False,5.1062,exact,,,,,,,,,,,,,,,5.0,exact,,,,
CHEMBL189963,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,AHJRHEGDXFFMBM-UHFFFAOYSA-N,O=c1ccc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,CC1CCC2CCC(CC3CCC(C4CCCCC4)CC3)CC2C1C1CCCC1,447.54,2.97,105.0,2,8,5,5,3,33,0.458,0.575,False,,,,,5.0,exact,,,5.234,exact,4.8539,exact,,,5.0,exact,,,,,,
PUBCHEM:6262,NCCCC(N)C(=O)O,AHLPHDHHMVZTML-UHFFFAOYSA-N,,,132.16,-0.86,89.3,3,3,4,0,0,9,0.8,0.464,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
CHEMBL5834605,CC(=N)CC(C(=N)N1CCC(NC2CCOCC2)CC1)c1nc(C)no1,AHNBIOSOKGARGP-UHFFFAOYSA-N,N=C(Cc1ncno1)N1CCC(NC2CCOCC2)CC1,CC(CC1CCCC1)C1CCC(CC2CCCCC2)CC1,362.48,2.1,111.1,3,7,6,3,1,26,0.778,0.528,False,,,5.0605,exact,,,,,,,,,,,,,,,,,,
PUBCHEM:43815,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-UHFFFAOYSA-N,c1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,C1CCC(C2CCCCC2CCC2CCC3CCCC3C2)CC1,329.37,3.33,39.7,1,4,4,4,2,24,0.368,0.934,False,,,,,,,,,5.1734,exact,6.0809,exact,,,5.839,exact,,,,,,
CHEMBL490,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-N,c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,C1CCC(C2CCCCC2CCC2CCC3CCCC3C2)CC1,329.37,3.33,39.7,1,4,4,4,2,24,0.368,0.934,False,,,,,,,,,5.8239,exact,6.0809,exact,,,5.839,exact,,,,,,
PUBCHEM:86293012,CN1CCC(c2cc3c(-c4cccc(NCc5ccccc5Cl)n4)ccnc3[nH]2)CC1,AHPCMYGDRQWMRV-UHFFFAOYSA-N,c1ccc(CNc2cccc(-c3ccnc4[nH]c(C5CCNCC5)cc34)n2)cc1,C1CCC(CCC2CCCC(C3CCCC4CC(C5CCCCC5)CC43)C2)CC1,431.97,5.7,56.8,2,4,5,5,4,31,0.28,0.425,False,,,7.6198,exact,,,,,,,,,,,,,,,7.6198,exact,,
CHEMBL61426,O=c1c(-c2ccc(OC(F)(F)F)cc2)cccn1C(CN1CCCC1)c1ccccc1,AIGBFJAZWRJQLT-UHFFFAOYSA-N,O=c1c(-c2ccccc2)cccn1C(CN1CCCC1)c1ccccc1,CC1C(C2CCCCC2)CCCC1C(CC1CCCC1)C1CCCCC1,428.45,5.1,34.5,0,3,6,4,3,31,0.292,0.548,False,5.9586,exact,7.466,exact,,,,,,,,,,,,,,,5.0,exact,,
CHEMBL210140,CN(C)CCc1cccc2[nH]c(-c3nc(CCc4ccc(F)cc4)no3)cc12,AIGXSKZOKFOOSX-UHFFFAOYSA-N,c1ccc(CCc2noc(-c3cc4ccccc4[nH]3)n2)cc1,C1CCC(CCC2CCC(C3CC4CCCCC4C3)C2)CC1,378.45,4.25,58.0,1,4,7,4,4,28,0.273,0.522,False,,,,,,,,,,,,,,,,,6.3468,exact,,,,
PUBCHEM:72474,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,AIJTTZAVMXIJGM-UHFFFAOYSA-N,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,CC1CCC(C2CC2)C2CC(C3CCCCC3)CCC12,359.4,2.28,74.6,2,4,3,4,2,26,0.474,0.88,False,,,,,,,,,4.5229,exact,,,,,,,,,,,,
PUBCHEM:90412614,COc1ccc(F)cc1-c1ccnc2[nH]c(C3=CC(CO)N(CC(=O)N(C)C)CC3)cc12,AIKDWDASBBEXIR-UHFFFAOYSA-N,C1=C(c2cc3c(-c4ccccc4)ccnc3[nH]2)CCNC1,C1CCC(C2CC3CCCC(C4CCCCC4)C3C2)CC1,438.5,2.92,81.7,2,5,6,4,3,32,0.333,0.619,False,,,6.983,exact,,,,,,,,,,,,,,,6.983,exact,,
BDBM:601361,Cc1cncc([C@@H](CC(=O)NC[C@H](Cc2ccc(O)cc2)N(C)C)C2(C(F)(F)F)CC2)c1,AINLWQRUUPNNOG-PZJWPPBQSA-N,O=C(C[C@H](c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,449.52,4.2,65.5,2,4,9,3,2,32,0.5,0.602,False,5.5229,upper_bound,,,,,,,,,,,,,,,,,,,,
PUBCHEM:165405379,Cc1cncc(C(CC(=O)NCC(Cc2ccc(O)cc2)N(C)C)C2(C(F)(F)F)CC2)c1,AINLWQRUUPNNOG-UHFFFAOYSA-N,O=C(CC(c1cccnc1)C1CC1)NCCCc1ccccc1,CC(CCCCC1CCCCC1)CC(C1CCCCC1)C1CC1,449.52,4.2,65.5,2,4,9,3,2,32,0.5,0.602,False,5.5229,exact,,,,,,,,,,,,,,,,,,,,
PUBCHEM:72281,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,AIONOLUJZLIMTK-UHFFFAOYSA-N,O=C1CC(c2ccccc2)Oc2ccccc21,CC1CC(C2CCCCC2)CC2CCCCC12,302.28,2.52,96.2,3,6,2,3,2,22,0.188,0.789,False,,,,,,,,,4.5229,exact,4.5229,exact,,,5.0,exact,,,,,,
PUBCHEM:6436,CC1(C)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,AIPSXDXZFKITIG-UHFFFAOYSA-N,O=C1C=CC2C(=CCC3C2CCC2C3CC3OCOC32)C1,CC1CCC2C(CCC3C2CCC2C4CCCC4CC23)C1,434.5,2.42,93.1,2,6,2,5,0,31,0.75,0.649,False,,,,,,,,,4.5229,exact,4.5229,exact,,,4.5229,exact,,,,,,
PUBCHEM:24854177,COC(=O)C1CC(OC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,AIYZBEMRHIYEJI-UHFFFAOYSA-N,O=C(OC1CCC2CCC3C(=O)OC(c4ccoc4)CC3C2C1=O)c1ccccc1,CC(CC1CCC2CCC3C(C)CC(C4CCCC4)CC3C2C1C)C1CCCCC1,539.54,4.2,152.2,0,10,5,5,2,39,0.5,0.234,False,,,,,5.8633,exact,,,,,,,,,,,,,,,,
CHEMBL265195,COC(=O)C1CC(OC(=O)c2ccc([N+](=O)[O-])cc2)C(=O)C2[C@@]1(C)CCC1C(=O)O[C@H](c3ccoc3)C[C@@]12C,AIYZBEMRHIYEJI-VNAHOERYSA-N,O=C(OC1CCC2CCC3C(=O)O[C@H](c4ccoc4)CC3C2C1=O)c1ccccc1,CC(CC1CCC2CCC3C(C)CC(C4CCCC4)CC3C2C1C)C1CCCCC1,539.54,4.2,152.2,0,10,5,5,2,39,0.5,0.234,False,,,,,5.8633,exact,,,,,,,,,,,,,,,,
BDBM:50585788,NCCCCN(C[C@H]1Cc2ncccc2CN1)[C@H]1CCCc2cccnc21,AJBIIZLEMNVANQ-CTNGQTDRSA-N,c1cnc2c(c1)CN[C@@H](CN[C@H]1CCCc3cccnc31)C2,C1CCC2CC(CCC3CCCC4CCCCC43)CCC2C1,365.53,2.61,67.1,2,5,7,4,2,27,0.545,0.738,False,4.5229,upper_bound,5.9586,exact,,,,,,,,,,,,,,,,,,
BDBM:50161765,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)C(C2)[C@]1(O)Cc1cc2ccccc2nc1C3,AJBWZNMIEOMJCC-NODVFIEMSA-N,c1ccc2c(c1)CC1C3Cc4cc5ccccc5nc4C[C@]23CCN1CC1CC1,C1CCC2CC3CC45CCC(CC6CC6)C(CC6CCCCC64)C5CC3CC2C1,412.53,3.75,56.6,2,4,2,7,3,31,0.444,0.673,False,,,,,5.0,upper_bound,9.0899,exact,,,,,5.0,upper_bound,,,,,,,,
CHEMBL3787263,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,AJBWZNMIEOMJCC-OYUWMTPXSA-N,c1ccc2c(c1)C[C@H]1C3Cc4cc5ccccc5nc4C[C@]23CCN1CC1CC1,C1CCC2CC3CC45CCC(CC6CC6)C(CC6CCCCC64)C5CC3CC2C1,412.53,3.75,56.6,2,4,2,7,3,31,0.444,0.673,False,,,,,,,9.0899,exact,,,,,,,,,,,,,,
BDBM:50329100,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)Cc1cc2ccccc2nc1C3,AJBWZNMIEOMJCC-ZONZVBGPSA-N,c1ccc2c(c1)C[C@@H]1C3Cc4cc5ccccc5nc4C[C@]23CCN1CC1CC1,C1CCC2CC3CC45CCC(CC6CC6)C(CC6CCCCC64)C5CC3CC2C1,412.53,3.75,56.6,2,4,2,7,3,31,0.444,0.673,False,,,,,6.0,upper_bound,8.967649999999999,exact,,,,,6.0,upper_bound,,,,,,,,
